OOSDate,Alpha,Beta1,Beta2,Beta3,Rsquared,DW,Baseline,Growth
02/10/2012,0.014126096876128,0.0599955001658431,0.0155255404232929,0.488609999965945,0.691731090718676,2.75525017774739,3.8452163050133,0.0402476217387771
05/11/2012,0.0134732335182013,0.0507231129564424,0.0238677058915776,0.490382728385014,0.701442967899883,2.77037312054895,3.88917342262015,0.0389747744957729
08/10/2012,0.0149153681455547,0.0362122912687204,0.0413308717001028,0.4700372457909,0.709981962330375,2.76687501158469,3.87983688742659,0.0395246767513917
11/09/2012,0.0147240875743927,0.036123282516944,0.0428162061575261,0.466608965314875,0.725973766966108,2.7729872673851,3.9353234882402,0.0382650671145579
02/11/2013,0.0181439551018927,0.0300483451088387,0.0298072989648132,0.439634023059888,0.740300089564288,2.72393275960082,3.83543772419855,0.0419584526307473
05/09/2013,0.0167280190794274,0.0179277040140851,0.0273263925457784,0.441627542576229,0.75206233019935,2.76842447246975,4.00788649109631,0.0376927305758814
08/09/2013,0.0168819267943052,0.0185567253529275,0.0289388642547252,0.442134120868681,0.769169776962347,2.77918891579107,3.98111063614077,0.0389668312969687
11/11/2013,0.016218626312505,0.0153616028924679,0.0263898739403019,0.434175812978578,0.782624310066726,2.77496662416232,4.01509923113607,0.0386138810323438
02/11/2014,0.0168859849997415,0.0147470579647252,0.0270468094582813,0.435378780856,0.798955396318188,2.77877690093963,3.97901723646559,0.0402409672458486
05/12/2014,0.0165104579373355,0.0143904659686024,0.0275354696210487,0.434996801224434,0.813343000796808,2.78161043452664,4.105179299664,0.0376190577189051
08/11/2014,0.0166313923867892,0.0145243000148411,0.0276352088723428,0.434857076548489,0.827034184219647,2.78247037088759,4.05418599154719,0.0395196791810759
11/11/2014,0.0166367935632187,0.0145236076689747,0.0276435709349909,0.434861827695372,0.839982344899309,2.78252700015834,4.10490137889913,0.0388674510393909
02/11/2015,0.018031661577064,-0.00941488870498581,0.0248617564231188,0.429069234662794,0.853949980368308,2.77219476743164,4.16272908324174,0.0384130470809532
05/12/2015,0.0167487217142678,-0.0107378482561426,0.0474557963139447,0.431003629334285,0.86220956917775,2.77757902354083,4.39966983720289,0.0336117590206833
08/11/2015,0.0185338284073908,-0.0147099786684546,0.0496520754325956,0.398837134644541,0.869359763910699,2.77681216043201,4.35976687750846,0.0353203154040853
11/11/2015,0.0179550048558203,-0.0158232367982425,0.0469227989829775,0.395915157932377,0.877634397716708,2.78967474589506,4.39538971893367,0.0352369131288079
02/11/2016,0.0184969588174094,-0.0239566417917323,0.0462635054568827,0.395121579002952,0.887260844122045,2.79198313988681,4.39608558945012,0.0360095134383613
05/12/2016,0.0186468684878261,-0.0227325296072374,0.0438698988452412,0.395293772285263,0.896365669629381,2.79224947259477,4.62163534517338,0.032122638894692
08/11/2016,0.0184974182331793,-0.0230992682250692,0.0426297304607779,0.397640193572562,0.902910101741152,2.79254105689438,4.53879432892017,0.0344697196097314
11/11/2016,0.0180667581506724,-0.0323906739781186,0.0360955374729941,0.38717367911535,0.907832765892837,2.78489971352599,4.55392894229303,0.0348437968163624
02/10/2017,0.0181997658432386,-0.0324891412376581,0.0375047032375271,0.388345343444162,0.913863868835162,2.78856780072047,4.50804150752359,0.0363834775482534
05/12/2017,0.017868166551916,-0.035488765129011,0.0382784092075359,0.384218975566327,0.919144176828705,2.78708463653552,4.64952992563558,0.0343209784778946
08/11/2017,0.0180671613943613,-0.0356018576416686,0.0391712545826531,0.383563873306511,0.924345695947166,2.78842316361396,4.61251903267888,0.0356734842739259
11/10/2017,0.0183223010100652,-0.0330165965931925,0.0396012171640692,0.385846575022457,0.929776743733955,2.78733010194362,4.62176004068924,0.0363312395475577
02/09/2018,0.0177306192980655,-0.0307218965383182,0.0361574199703344,0.386201210721475,0.933567036106764,2.78660783462064,4.49915073680916,0.0392125474603424
05/10/2018,0.0174143271738931,-0.0320949465985584,0.0372715354058475,0.383778987874497,0.937355097512508,2.78447286522416,4.65176675346419,0.0369780353590199
08/10/2018,0.0177073238038611,-0.0303368345055676,0.0381062057927065,0.382998269748966,0.941069787075918,2.78557433991595,4.5917381800297,0.0387208389425664
11/09/2018,0.0179112920700943,-0.0289837893606191,0.03990597533319,0.384136493866096,0.945018348644438,2.78463117256584,4.60777128922457,0.0390728085772727
02/11/2019,0.0174782417461246,-0.021754534476173,0.0392735491916252,0.383923215257165,0.948475995807144,2.78546507659176,4.62808861057485,0.0394160330922286
05/10/2019,0.0171466418024554,-0.0308030246411623,0.0463728955638585,0.380605798982226,0.951282845339546,2.78135027159569,4.75098256118305,0.037943266864886
08/09/2019,0.0177777287110606,-0.0315581140660864,0.059046759362031,0.368585289397828,0.953578580477888,2.77988820415295,4.70292391118789,0.0392634202558275
11/11/2019,0.0174852748202721,-0.039177523226642,0.0550951859707853,0.351157456322584,0.955794516042724,2.78019713944042,4.72020755691096,0.0395955846237994
02/11/2020,0.0182816744289226,-0.0397606992418652,0.0587220278729506,0.352674818855827,0.957945880235708,2.78177655148172,4.68011394953166,0.0410016128991058
05/12/2020,0.0159856108126923,0.031444332083911,0.0703948208847112,0.368188319090642,0.958065141942316,2.79317891531377,5.06301913425157,0.0356181445468253
08/11/2020,0.0153652806186587,0.023920568911086,0.0940288907582306,0.369499646911902,0.959652720253377,2.79112000698239,5.28193246196201,0.0327569783898976
